2010,1.2511,24.766,11.247,25.169,0.18384
2010,1.2719,24.711,11.298,25.31,0.18425
2010,1.2928,23.47,10.898,26.791,0.17819
2010,1.3136,31.581,44.37,65.609,0.31344
2010,1.3344,45.958,63.259,68.158,0.35664
2010,1.3553,44.239,63.66,71.085,0.35567
2010,1.3761,50.229,69.997,75.136,0.35829
2010,1.3969,45.72,62.585,63.7,0.36386
2010,1.4178,56.018,75.381,75.15,0.36495
2010,1.4386,57.551,77.069,77.334,0.36361
2010,1.4594,53.016,68.936,69.947,0.35923
2010,1.4803,56.95,75.389,76.386,0.36119
2010,1.5011,77.642,89.786,75.896,0.369
2010,1.5219,58.411,71.772,66.968,0.36405
2010,1.5428,74.017,84.385,70.575,0.36853
2010,1.5636,71.773,81.091,67.928,0.36727
2010,1.5844,57.762,69.457,62.865,0.3654
2010,1.6053,53.345,66.642,65.372,0.35953
2010,1.6261,34.432,47.674,49.487,0.36228
2010,1.6469,41.741,57.575,61.654,0.35768
2010,1.6678,38.617,57.661,68.533,0.34986
2010,1.7303,24.741,11.255,25.179,0.18398
2010,1.7511,24.638,11.28,25.243,0.18444
2010,1.772,24.681,11.269,25.221,0.18422
2010,2.2511,24.75,11.272,25.063,0.18453
2010,2.272,24.678,11.318,25.241,0.18483
2010,2.2928,24.283,14.998,31.191,0.21283
2010,2.3136,36.834,70.012,107.04,0.32733
2010,2.3345,51.208,78.873,93.665,0.35251
2010,2.3553,52.429,77.179,86.462,0.35719
2010,2.3761,51.59,72.112,78.127,0.35729
2010,2.397,48.548,68.677,72.41,0.36215
2010,2.4178,54.644,74.812,79.333,0.35832
2010,2.4386,52.94,72.196,76.278,0.35844
2010,2.4595,54.505,74.155,77.745,0.35927
2010,2.4803,53.146,72.14,75.695,0.35894
2010,2.5011,52.883,72.377,76.212,0.35924
2010,2.522,52.647,73.545,78.554,0.3592
2010,2.5428,57.31,77.978,82.093,0.35872
2010,2.5636,53.432,72.753,76.86,0.35831
2010,2.5845,49.95,67.067,70.471,0.35771
2010,2.6053,51.03,68.063,71.267,0.35755
2010,2.6261,50.385,66.747,69.532,0.35758
2010,2.647,46.589,64.907,71.99,0.35374
2010,2.6678,21.578,32.345,45.101,0.32664
2010,2.6886,15.291,8.9104,23.188,0.18802
2010,2.7095,17.941,5.9794,17.947,0.14282
2010,2.7303,17.931,5.9462,17.931,0.14222
2010,2.7511,17.914,5.9518,17.926,0.14241
2010,2.772,17.931,5.944,17.919,0.14222
2010,3.2511,27.351,15.43,27.381,0.21992
2010,3.2719,27.445,15.44,27.309,0.21997
2010,3.2928,23.244,11.971,28.979,0.18648
2010,3.3136,26.309,48.315,80.098,0.31227
2010,3.3344,39.067,63.064,84.972,0.33706
2010,3.3553,42.732,68.438,82.911,0.35263
2010,3.3761,42.123,60.41,67.611,0.35505
2010,3.3969,45.759,65.406,70.74,0.35956
2010,3.4178,43.481,60.895,64.589,0.3604
2010,3.4386,33.903,48.008,54.851,0.35104
2010,3.4594,33.667,48.847,53.964,0.35791
2010,3.4803,36.851,48.528,51.695,0.35403
2010,3.5011,47.374,62.467,61.79,0.36396
2010,3.5219,39.375,55.035,56.483,0.36473
2010,3.5428,39.729,57.464,62.454,0.35994
2010,3.5636,43.718,57.792,59.7,0.35849
2010,3.5844,43.836,59.003,63.162,0.35544
2010,3.6053,49.446,67.962,72.668,0.35755
2010,3.6261,46.573,66.864,75.492,0.35391
2010,3.647,41.463,64.179,76.357,0.35263
2010,3.6678,35.009,63.467,92.761,0.33188
2010,3.6886,24.776,25.524,45.367,0.2668
2010,3.7095,24.13,10.343,24.835,0.1744
2010,3.7303,27.425,15.465,27.385,0.22006
2010,3.7511,27.392,15.463,27.384,0.22015
2010,3.772,27.473,15.459,27.354,0.21994
2010,4.2511,24.749,11.267,25.34,0.18363
2010,4.2719,27.427,15.451,27.398,0.21986
2010,4.2928,26.374,16.472,31.163,0.22257
2010,4.3136,46.49,59.918,69.732,0.34017
2010,4.3344,54.916,59.363,48.382,0.36495
2010,4.3553,28.354,49.84,67.574,0.34191
2010,4.3761,46.44,62.904,70.448,0.34987
2010,4.3969,52.364,64.044,61.306,0.36038
2010,4.4178,68.456,78.201,66.398,0.36705
2010,4.4386,69.404,80.056,68.512,0.36728
2010,4.4778,69.5,80.726,69.203,0.36789
2010,4.4987,68.129,79.387,67.95,0.36844
2010,4.5195,67.16,78.406,67.375,0.36821
2010,4.5403,68.173,79.229,68.145,0.36757
2010,4.5612,66.035,76.335,65.898,0.36652
2010,4.582,64.89,74.469,64.465,0.36536
2010,4.6028,61.966,70.17,61.1,0.36313
2010,4.6237,57.8,64.852,57.393,0.3602
2010,4.6445,49.946,58.384,54.923,0.35763
2010,4.6653,31.91,49.627,58.104,0.35539
2010,4.6862,30.358,41.71,61.299,0.31274
2010,4.707,24.127,10.794,25.245,0.1794
2010,4.7279,24.7,11.286,25.293,0.18417
2010,4.7487,24.813,11.315,25.17,0.18459
2010,4.7695,24.676,11.294,24.971,0.18533
2010,4.7904,24.71,11.325,25.251,0.18479
2010,5.2511,24.704,11.277,25.32,0.18396
2010,5.272,24.718,11.302,25.211,0.18457
2010,5.2928,23.635,10.587,26.184,0.17526
2010,5.3136,29.079,46.554,69.312,0.32118
2010,5.3345,44.597,65.918,81.499,0.3433
2010,5.3553,49.973,66.621,69.831,0.35736
2010,5.3761,52.462,68.777,70.697,0.35833
2010,5.397,54.47,69.269,70.341,0.35691
