2010,1.251,42.972,37.862,42.266,0.30757
2010,1.2718,42.704,37.975,42.141,0.30919
2010,1.2927,42.938,37.827,42.311,0.30734
2010,1.3135,43.12,38.041,42.278,0.30818
2010,1.3343,49.815,61.498,80.546,0.32054
2010,1.3552,52.963,97.275,119.01,0.36128
2010,1.376,69.084,94.527,88.934,0.3743
2010,1.3968,76.308,96.529,82.726,0.37771
2010,1.4385,64.54,86.667,77.562,0.37884
2010,1.4594,79.966,99.1,82.245,0.37924
2010,1.4802,88.037,104.48,80.875,0.38216
2010,1.501,74.676,95.331,79.426,0.38219
2010,1.5218,71.821,93.896,80.625,0.38116
2010,1.5635,85.925,102.44,78.009,0.38457
2010,1.5843,81.271,99.358,79.262,0.38231
2010,1.6052,85.971,101.56,76.324,0.38492
2010,1.626,48.704,67.631,65.539,0.37186
2010,1.6468,56.056,74.299,68.182,0.37423
2010,1.6677,58.064,80.038,77.192,0.37176
2010,1.6885,62.365,90.436,90.618,0.37152
2010,1.7093,41.335,73.884,93.567,0.35387
2010,1.7302,43.273,41.387,48.937,0.30979
2010,1.751,43.02,37.917,42.021,0.30837
2010,1.7718,42.712,37.814,41.994,0.30863
2010,2.2718,42.775,37.87,42.352,0.3079
2010,2.2927,42.758,37.842,42.324,0.30785
2010,2.3135,42.708,38.027,42.544,0.30846
2010,2.3343,50.073,64.201,86.991,0.31899
2010,2.3552,51.85,92.494,111.38,0.36169
2010,2.376,57.328,92.29,97.804,0.37301
2010,2.3968,62.617,89.316,84.732,0.37739
2010,2.4385,72.253,93.875,80.62,0.38045
2010,2.4593,70.601,92.473,81.436,0.3782
2010,2.4802,69.319,90.379,78.715,0.37909
2010,2.501,80.039,99.392,81.658,0.38068
2010,2.5218,85.26,101.6,81.191,0.37903
2010,2.5427,87.205,102.86,81.216,0.37917
2010,2.5635,89.01,104.02,80.134,0.38079
2010,2.5843,84.636,104.02,81.478,0.38506
2010,2.6052,69.649,93.233,82.24,0.38035
2010,2.626,53.813,76.765,75.475,0.37255
2010,2.6468,58.106,79.145,71.654,0.37886
2010,2.6677,53.293,71.335,66.649,0.37294
2010,2.6885,56.036,88.591,94.34,0.37072
2010,2.7093,51.36,88.426,109.44,0.3548
2010,2.7302,42.624,42.748,52.622,0.30978
2010,2.751,43.061,37.849,42.243,0.30733
2010,2.7718,42.75,37.856,42.092,0.30853
2010,3.251,43.008,37.797,42.35,0.30691
2010,3.2718,42.796,37.845,42.39,0.3076
2010,3.2927,42.948,37.856,42.078,0.30807
2010,3.3135,43.009,38.001,42.433,0.30784
2010,3.3344,48.197,62.854,85.679,0.31949
2010,3.3552,51.497,98.851,127.43,0.35587
2010,3.376,61.79,93.428,95.514,0.37262
2010,3.3969,76.622,100.16,86.257,0.38078
2010,3.4177,77.154,97.044,80.408,0.38115
2010,3.4385,78.857,97.688,78.79,0.38259
2010,3.4594,77.941,97.147,80.195,0.38055
2010,3.4802,77.928,97.397,80.387,0.38089
2010,3.501,82.789,99.894,79.283,0.38132
2010,3.5218,83.333,100.65,79.416,0.38211
2010,3.5427,76.436,96.27,78.754,0.38284
2010,3.5635,78.604,98.057,79.2,0.38325
2010,3.5843,74.619,95.519,79.281,0.38297
2010,3.6052,72.734,94.31,79.105,0.38314
2010,3.6468,54.207,71.149,62.079,0.37959
2010,3.7093,39.046,70.639,91.185,0.35167
2010,3.7302,43.376,42.126,50.319,0.31016
2010,3.751,42.847,37.846,42.024,0.3084
2010,3.7718,43.043,37.826,41.982,0.3079
2010,4.251,43.089,37.882,42.139,0.30771
2010,4.2718,43.069,37.837,42.279,0.30715
2010,4.2927,42.954,37.983,42.044,0.30886
2010,4.3135,43.023,38.02,42.303,0.30824
2010,4.3343,44.679,58.248,81.963,0.31504
2010,4.3552,41.204,87.34,118.71,0.35324
2010,4.376,50.662,84.793,91.976,0.37283
2010,4.3968,52.554,81.763,77.621,0.38579
2010,4.4177,53.532,81.098,73.037,0.39052
2010,4.4385,56.008,80.478,68.686,0.39224
2010,4.4802,53.51,74.758,64.044,0.38873
2010,4.501,74.176,96.519,80.174,0.38474
2010,4.5218,78.282,102.75,87.262,0.38298
2010,4.5427,75.475,99.2,84.682,0.38249
2010,4.5635,68.334,90.653,77.986,0.38255
2010,4.5843,63.739,83.912,72.651,0.3809
2010,4.6052,58.272,76.563,66.262,0.38073
2010,4.626,55.996,73.034,63.175,0.37998
2010,4.6468,49.685,65.2,59.676,0.37351
2010,4.6885,48.065,69.171,72.134,0.36527
2010,4.7093,44.556,80.215,108.37,0.34407
2010,4.751,42.912,37.899,42.105,0.30833
2010,4.7718,43.151,37.803,42.207,0.30694
2010,5.251,43.114,37.855,42.08,0.30764
2010,5.2718,42.973,37.874,42.141,0.30795
2010,5.2927,43.146,37.802,42.014,0.30743
2010,5.3135,43.08,37.972,42.418,0.30754
2010,5.3343,51.22,57.215,71.727,0.31757
2010,5.3552,52.743,92.485,111.26,0.36059
2010,5.3969,64.129,92.472,89.861,0.3752
2010,5.4177,65.594,88.988,79.926,0.37947
2010,5.4385,70.515,94.341,83.062,0.38053
2010,5.4594,70.797,94.785,82.66,0.38183
2010,5.4802,57.211,76.621,67.641,0.3803
2010,5.501,63.609,83.444,72.209,0.38057
2010,5.5218,63.594,84.573,74.34,0.38009
2010,5.5427,65.497,86.305,74.997,0.38054
2010,5.5635,67.758,89.127,76.235,0.38232
2010,5.6052,64.556,85.499,73.186,0.38299
2010,5.626,60.459,80.513,70.735,0.3803
