2010,0,0
2010,2,0.38231
2010,3,0.38494
2010,4,0.3848
2010,5,0.38395
2010,6,0.38476
2010,7,0.38536
2010,8,0.38658
2010,9,0.38381
2010,10,0.38653
2010,11,0.386
2010,12,0.38491
2010,13,0.38359
2010,14,0.38255
2010,15,0.38376
2010,16,0.38379
2010,17,0.38468
2010,18,0.38459
2010,19,0.38454
2010,20,0.38403
2010,21,0.38371
2010,22,0.38429
2010,23,0.3852
2010,24,0.38524
2010,25,0.38399
2010,26,0.38193
2010,27,0.3814
2010,28,0.38071
2010,29,0.38261
2010,30,0.38261
2010,31,0.38318
2010,32,0.38215
2010,33,0.38459
2010,34,0.38513
2010,35,0.38601
2010,36,0.38633
2010,37,0.38676
2010,38,0.38321
2010,39,0.3839
2010,40,0.38392
2010,41,0.38497
2010,42,0.38623
2010,43,0.38648
2010,44,0.38601
2010,45,0.38431
2010,46,0.38421
2010,47,0.38344
2010,48,0.38532
2010,49,0.38526
2010,50,0.38506
2010,51,0.38555
2010,52,0.38618
2010,53,0.38589
2010,54,0.38515
2010,55,0.38494
2010,56,0.38594
2010,57,0.38493
2010,58,0.38513
2010,59,0.38521
2010,60,0.38605
2010,61,0.38562
2010,62,0.38543
2010,63,0.38573
2010,64,0.3864
2010,65,0.38764
2010,66,0.38776
2010,67,0.38846
2010,68,0.38945
2010,69,0.39024
2010,70,0.39046
2010,71,0.38938
2010,72,NaN
2010,73,NaN
2010,74,NaN
2010,75,NaN
2010,76,NaN
2010,77,0.39134
2010,78,0.39177
2010,79,0.39108
2010,80,0.38792
2010,81,0.38751
2010,82,0.38839
2010,83,0.38902
2010,84,0.38901
2010,85,0.38909
2010,86,0.39161
2010,87,0.39239
2010,88,0.39235
2010,89,0.3919
2010,90,0.3939
2010,91,0.39463
2010,92,0.39738
2010,93,0.39745
2010,94,0.39794
2010,95,0.39736
2010,96,0.39719
2010,97,0.39723
2010,98,0.39724
2010,99,0.39709
2010,100,0.39614
2010,101,0.39614
2010,102,0.39614
2010,103,0.39546
2010,104,0.3961
2010,105,0.39792
2010,106,0.39761
2010,107,0.39766
2010,108,0.39487
2010,109,0.394
2010,110,0.39415
2010,111,0.3956
2010,112,0.39581
2010,113,0.39704
2010,114,0.39751
2010,115,0.39734
2010,116,0.39694
2010,117,0.3956
2010,118,0.39249
2010,119,0.40018
2010,120,0.40108
2010,121,0.40306
2010,122,0.40499
2010,123,0.40468
2010,124,0.40473
2010,125,0.40862
2010,126,0.4088
2010,127,0.40912
2010,128,0.4086
2010,129,0.408
2010,130,0.40669
2010,131,0.4107
2010,132,0.41401
2010,133,0.41696
2010,134,0.4174
2010,135,0.41866
2010,136,0.42494
2010,137,0.42704
2010,138,0.43932
2010,139,0.4443
2010,140,0.45328
2010,141,0.45988
2010,142,0.4662
2010,143,0.47334
2010,144,0.47729
2010,145,0.47716
2010,146,0.47738
2010,147,0.47465
2010,148,0.47336
2010,149,0.47092
2010,150,0.47054
2010,151,0.46993
2010,152,0.47048
2010,153,0.47158
2010,154,0.4712
2010,155,0.47158
2010,156,0.46933
2010,157,0.46953
2010,158,0.46742
2010,159,0.46784
2010,160,0.46786
2010,161,0.4679
2010,162,0.46793
2010,163,0.4699
2010,164,0.47067
2010,165,0.46866
2010,166,0.46733
2010,167,0.46672
2010,168,0.46397
2010,169,0.46405
2010,170,0.46014
2010,171,0.45669
2010,172,NaN
2010,173,NaN
2010,174,NaN
2010,175,0.46262
2010,176,0.46191
2010,177,0.46037
2010,178,0.45954
2010,179,0.45896
2010,180,0.45761
2010,181,0.45239
2010,182,0.44914
2010,183,0.45003
2010,184,0.45113
2010,185,0.45228
2010,186,0.46157
2010,187,0.4618
2010,188,0.46205
2010,189,0.45847
2010,190,0.45799
2010,191,0.4533
2010,192,0.45179
2010,193,0.45332
2010,194,0.45381
2010,195,0.45486
2010,196,0.45434
2010,197,0.45439
2010,198,0.45371
2010,199,0.45172
2010,200,0.4535
2010,201,0.45326
2010,202,0.45327
2010,203,0.45303
2010,204,0.45601
2010,205,0.45673
2010,206,0.45614
2010,207,0.45375
2010,208,0.45069
2010,209,0.45079
2010,210,0.45123
2010,211,0.45109
2010,212,0.45244
2010,213,0.45258
2010,214,0.45163
2010,215,0.45073
2010,216,0.45044
2010,217,0.44982
2010,218,0.44888
2010,219,0.44682
2010,220,0.44817
2010,221,0.44994
2010,222,0.44853
2010,223,0.44903
2010,224,0.44833
2010,225,0.45084
2010,226,0.44917
2010,227,0.4489
2010,228,0.44627
2010,229,0.44394
2010,230,0.443
2010,231,0.44378
2010,232,0.44786
2010,233,0.44939
2010,234,0.45131
2010,235,0.45173
2010,236,0.4516
2010,237,0.44941
2010,238,0.44784
2010,239,0.44658
2010,240,0.43854
2010,241,0.4407
2010,242,0.44204
2010,243,0.44579
2010,244,0.4493
2010,245,0.44964
2010,246,0.45024
2010,247,0.4501
2010,248,0.4501
2010,249,0.44583
2010,250,0.44703
2010,251,0.44628
2010,252,0.44639
2010,253,0.44557
2010,254,0.44577
2010,255,0.44331
2010,256,0.4388
2010,257,0.43783
2010,258,0.43821
2010,259,0.4437
2010,260,0.44526
2010,261,0.44382
2010,262,0.4435
2010,263,0.43505
2010,264,0.43472
2010,265,0.4358
2010,266,0.4441
2010,267,0.4438
2010,268,0.44343
2010,269,0.44236
2010,270,0.4412
2010,271,0.44073
2010,272,0.44094
2010,273,0.4394
2010,274,0.43448
2010,275,0.42953
2010,276,0.42788
2010,277,0.41589
2010,278,0.41277
2010,279,0.4141
2010,280,0.41103
2010,281,0.41156
2010,282,0.39836
2010,283,0.39267
2010,284,0.3786
2010,285,0.37628
2010,286,0.37554
2010,287,0.37567
2010,288,0.37617
2010,289,0.3779
2010,290,0.38061
2010,291,0.381
2010,292,0.38259
2010,293,0.38696
2010,294,0.38859
2010,295,0.39079
2010,296,0.39128
2010,297,0.39197
2010,298,0.39272
2010,299,0.39345
2010,300,0.39725
2010,301,0.39751
2010,302,0.39782
2010,303,0.39603
2010,304,0.39582
2010,305,0.39516
2010,306,0.39547
2010,307,0.39551
2010,308,0.3945
2010,309,0.39419
2010,310,0.39406
2010,311,0.39341
2010,312,0.38914
2010,313,0.38852
2010,314,0.38746
2010,315,0.39309
2010,316,0.39563
2010,317,0.39593
2010,318,0.39594
2010,319,0.39562
2010,320,0.39426
2010,321,0.3939
2010,322,0.39388
2010,323,0.39513
2010,324,0.39507
2010,325,0.39508
2010,326,0.3934
2010,327,0.39238
2010,328,0.39271
2010,329,0.39187
2010,330,0.39202
2010,331,0.39156
2010,332,0.39151
2010,333,0.39151
2010,334,0.39116
2010,335,0.3905
2010,336,0.39003
2010,337,0.38902
2010,338,0.38672
2010,339,0.38678
2010,340,0.38673
2010,341,0.38702
2010,342,0.38664
2010,343,0.38726
2010,344,0.38691
2010,345,0.38764
2010,346,0.38734
2010,347,0.38734
2010,348,0.38732
2010,349,0.38684
2010,350,0.3867
2010,351,0.38612
2010,352,0.38652
2010,353,0.38585
2010,354,0.38864
2010,355,0.38855
2010,356,0.3882
2010,357,0.38676
2010,358,0.38676
2010,359,0.38692
2010,360,0.38695
2010,361,0.38785
2010,362,0.38787
2010,363,0.38862
2010,364,0.38832
2010,0,0
